name,Adduct,mz,Polarity,FullName
Kynurenic acid,[M-H]-,188.0353154,negative,Kynurenic acid_[M-H]-
N-Acetyl-L-glutamate,[M-H]-,188.0564454,negative,N-Acetyl-L-glutamate_[M-H]-
Diaminopimelic acid,[M-H]-,189.0880854,negative,Diaminopimelic acid_[M-H]-
N-(omega)-Hydroxyarginine,[M-H]-,189.0993154,negative,N-(omega)-Hydroxyarginine_[M-H]-
5-Methoxytryptamine,[M-H]-,189.1033354,negative,5-Methoxytryptamine_[M-H]-
5-Hydroxyindoleacetate,[M-H]-,190.0509654,negative,5-Hydroxyindoleacetate_[M-H]-
Citrate,[M-H]-,191.0197354,negative,Citrate_[M-H]-
Isocitrate,[M-H]-,191.0197354,negative,Isocitrate_[M-H]-
Quinate,[M-H]-,191.0561154,negative,Quinate_[M-H]-
Phenylacetylglycine,[M-H]-,192.0666154,negative,Phenylacetylglycine_[M-H]-
D-Glucuronate,[M-H]-,193.0353754,negative,D-Glucuronate_[M-H]-
2-Keto-D-gluconic acid,[M-H]-,193.0353754,negative,2-Keto-D-gluconic acid_[M-H]-
Pectin (Galacturonic acid),[M-H]-,193.0353754,negative,Pectin (Galacturonic acid)_[M-H]-
D-galacturonic acid,[M-H]-,193.0353754,negative,D-galacturonic acid_[M-H]-
Aminohippuric acid,[M-H]-,193.0618654,negative,Aminohippuric acid_[M-H]-
Caffeine,[M-H]-,193.0731054,negative,Caffeine_[M-H]-
Salicyluric acid,[M-H]-,194.0458854,negative,Salicyluric acid_[M-H]-
D-gluconate,[M-H]-,195.0510254,negative,D-gluconate_[M-H]-
"1,7-Dimethyluric acid",[M-H]-,195.0523654,negative,"1,7-Dimethyluric acid_[M-H]-"
"1,3-Dimethyluric acid",[M-H]-,195.0523654,negative,"1,3-Dimethyluric acid_[M-H]-"
"3,7-Dimethyluric acid",[M-H]-,195.0523654,negative,"3,7-Dimethyluric acid_[M-H]-"
Homoveratric acid,[M-H]-,195.0662854,negative,Homoveratric acid_[M-H]-
"3,4-Dihydroxy-L-phenylalanine(L-DOPA)",[M-H]-,196.0615354,negative,"3,4-Dihydroxy-L-phenylalanine(L-DOPA)_[M-H]-"
DL-Vanillylmandelic acid,[M-H]-,197.0455554,negative,DL-Vanillylmandelic acid_[M-H]-
O-Phospho-L-threonine,[M-H]-,198.0173054,negative,O-Phospho-L-threonine_[M-H]-
O-Phospho-L-homoserine,[M-H]-,198.0173054,negative,O-Phospho-L-homoserine_[M-H]-
p-CHLOROPHENYLALANINE,[M-H]-,198.0327354,negative,p-CHLOROPHENYLALANINE_[M-H]-
D-Erythrose 4-phosphate,[M-H]-,199.0013154,negative,D-Erythrose 4-phosphate_[M-H]-
Dodecanoic acid,[M-H]-,199.1703554,negative,Dodecanoic acid_[M-H]-
Cysteine-S-sulfate,[M-H]-,199.9692954,negative,Cysteine-S-sulfate_[M-H]-
Sebacic acid,[M-H]-,201.1132354,negative,Sebacic acid_[M-H]-
"NG,NG-dimethyl-L-arginine(ADMA)",[M-H]-,201.1357054,negative,"NG,NG-dimethyl-L-arginine(ADMA)_[M-H]-"
Spermine,[M-H]-,201.2084754,negative,Spermine_[M-H]-
Indole-3-pyruvic acid,[M-H]-,202.0509654,negative,Indole-3-pyruvic acid_[M-H]-
Acetylcarnitine,[M-H]-,202.1084854,negative,Acetylcarnitine_[M-H]-
L-Tryptophan,[M-H]-,203.0826054,negative,L-Tryptophan_[M-H]-
Xanthurenic acid,[M-H]-,204.0302354,negative,Xanthurenic acid_[M-H]-
Lipoamide,[M-H]-,204.0522354,negative,Lipoamide_[M-H]-
Indolelactic acid,[M-H]-,204.0666154,negative,Indolelactic acid_[M-H]-
5-Methoxyindoleacetate,[M-H]-,204.0666154,negative,5-Methoxyindoleacetate_[M-H]-
Pantothenol,[M-H]-,204.1241354,negative,Pantothenol_[M-H]-
Homocitrate,[M-H]-,205.0353754,negative,Homocitrate_[M-H]-
DL-alpha-Lipoic Acid,[M-H]-,205.0362454,negative,DL-alpha-Lipoic Acid_[M-H]-
N-Acetyl-L-phenylalanine,[M-H]-,206.0822654,negative,N-Acetyl-L-phenylalanine_[M-H]-
Phenylpropionylglycine,[M-H]-,206.0822654,negative,Phenylpropionylglycine_[M-H]-
Dihydrolipoate (dihydrolipoic acid),[M-H]-,207.0518954,negative,Dihydrolipoate (dihydrolipoic acid)_[M-H]-
L-Kynurenine,[M-H]-,207.0775154,negative,L-Kynurenine_[M-H]-
N-Benzyloxycarbonylglycine,[M-H]-,208.0615354,negative,N-Benzyloxycarbonylglycine_[M-H]-
D-Glucarate,[M-H]-,209.0302954,negative,D-Glucarate_[M-H]-
D-Galactarate,[M-H]-,209.0302954,negative,D-Galactarate_[M-H]-
Sinapyl alcohol,[M-H]-,209.0819354,negative,Sinapyl alcohol_[M-H]-
Phosphocreatine,[M-H]-,210.0285354,negative,Phosphocreatine_[M-H]-
Harmine,[M-H]-,211.0876854,negative,Harmine_[M-H]-
Indoxyl sulfate,[M-H]-,212.0023054,negative,Indoxyl sulfate_[M-H]-
2-Deoxyribose 5-phosphate,[M-H]-,213.0169654,negative,2-Deoxyribose 5-phosphate_[M-H]-
1-Deoxy-D-xylulose 5-phosphate,[M-H]-,213.0169654,negative,1-Deoxy-D-xylulose 5-phosphate_[M-H]-
Dethiobiotin,[M-H]-,213.1244654,negative,Dethiobiotin_[M-H]-
Tridecanoic acid (Tridecylic acid),[M-H]-,213.1860054,negative,Tridecanoic acid (Tridecylic acid)_[M-H]-
1-Tetradecanol,[M-H]-,213.2223954,negative,1-Tetradecanol_[M-H]-
sn-Glycerol 3-phosphoethanolamine,[M-H]-,214.0486054,negative,sn-Glycerol 3-phosphoethanolamine_[M-H]-
5-L-Glutamyl-L-alanine,[M-H]-,217.0829954,negative,5-L-Glutamyl-L-alanine_[M-H]-
N-Acetylserotonin,[M-H]-,217.0982554,negative,N-Acetylserotonin_[M-H]-
L-Abrine,[M-H]-,217.0982554,negative,L-Abrine_[M-H]-
5-Methoxydimethyltryptamine,[M-H]-,217.1346354,negative,5-Methoxydimethyltryptamine_[M-H]-
O-Succinyl-L-homoserine,[M-H]-,218.0670154,negative,O-Succinyl-L-homoserine_[M-H]-
Pantothenate,[M-H]-,218.1033954,negative,Pantothenate_[M-H]-
5-Hydroxytryptophan,[M-H]-,219.0775154,negative,5-Hydroxytryptophan_[M-H]-
L-Histidinol phosphate,[M-H]-,220.0492654,negative,L-Histidinol phosphate_[M-H]-
N-Acetylmannosamine,[M-H]-,220.0826654,negative,N-Acetylmannosamine_[M-H]-
N-Acetyl-D-glucosamine,[M-H]-,220.0826654,negative,N-Acetyl-D-glucosamine_[M-H]-
N-Acetyl-D-galactosamine,[M-H]-,220.2005254,negative,N-Acetyl-D-galactosamine_[M-H]-
N-Acetyl-D-galactosamine,[M-H]-,220.2005254,negative,N-Acetyl-D-galactosamine_[M-H]-
L-Cystathionine,[M-H]-,221.0601554,negative,L-Cystathionine_[M-H]-
Allocystathionine,[M-H]-,221.0601554,negative,Allocystathionine_[M-H]-
Flavone,[M-H]-,221.0608054,negative,Flavone_[M-H]-
Ethyl glucuronide,[M-H]-,221.0666854,negative,Ethyl glucuronide_[M-H]-
"(2E,6E)-Farnesol",[M-H]-,221.3590254,negative,"(2E,6E)-Farnesol_[M-H]-"
N-Acetyl-L-tyrosine,[M-H]-,222.0771854,negative,N-Acetyl-L-tyrosine_[M-H]-
3-Hydroxy-L-kynurenine,[M-H]-,223.0724354,negative,3-Hydroxy-L-kynurenine_[M-H]-
Prephenate,[M-H]-,225.0404654,negative,Prephenate_[M-H]-
Chorismic acid,[M-H]-,225.0404654,negative,Chorismic acid_[M-H]-
5-Acetylamino-6-formylamino-3-methyluracil (AFMU),[M-H]-,225.0629354,negative,5-Acetylamino-6-formylamino-3-methyluracil (AFMU)_[M-H]-
Porphobilinogen,[M-H]-,225.0880854,negative,Porphobilinogen_[M-H]-
L-Carnosine,[M-H]-,225.0993154,negative,L-Carnosine_[M-H]-
Deoxycytidine,[M-H]-,226.0833354,negative,Deoxycytidine_[M-H]-
2'-Deoxyuridine,[M-H]-,227.0673454,negative,2'-Deoxyuridine_[M-H]-
Traumatic Acid,[M-H]-,227.1288854,negative,Traumatic Acid_[M-H]-
(R)-mevalonic acid 5-Phosphate,[M-H]-,227.1297254,negative,(R)-mevalonic acid 5-Phosphate_[M-H]-
L-leucyl-L-proline,[M-H]-,227.1401154,negative,L-leucyl-L-proline_[M-H]-
Myristic acid,[M-H]-,227.2016554,negative,Myristic acid_[M-H]-
D-Ribulose 5-phosphate,[M-H]-,229.0118854,negative,D-Ribulose 5-phosphate_[M-H]-
Suberylglycine,[M-H]-,230.1033954,negative,Suberylglycine_[M-H]-
Melatonin,[M-H]-,231.1139054,negative,Melatonin_[M-H]-
5-methoxytryptophan,[M-H]-,233.0931654,negative,5-methoxytryptophan_[M-H]-
7-Methylguanosine,[M-H]-,233.1282054,negative,7-Methylguanosine_[M-H]-
Biopterin,[M-H]-,236.0789154,negative,Biopterin_[M-H]-
Sepiapterin,[M-H]-,236.0789154,negative,Sepiapterin_[M-H]-
"7,8-Dihydrobiopterin",[M-H]-,238.0945654,negative,"7,8-Dihydrobiopterin_[M-H]-"
L-Cystine,[M-H]-,239.0165754,negative,L-Cystine_[M-H]-
Alizarin,[M-H]-,239.0349854,negative,Alizarin_[M-H]-
L-Anserine,[M-H]-,239.1149654,negative,L-Anserine_[M-H]-
Palmitaldehyde,[M-H]-,239.2380454,negative,Palmitaldehyde_[M-H]-
Tetrahydrobiopterin,[M-H]-,240.1102154,negative,Tetrahydrobiopterin_[M-H]-
Lumichrome,[M-H]-,241.0731054,negative,Lumichrome_[M-H]-
Thymidine,[M-H]-,241.0829954,negative,Thymidine_[M-H]-
Pentadecanoic Acid,[M-H]-,241.2173054,negative,Pentadecanoic Acid_[M-H]-
1-Hexadecanol,[M-H]-,241.2536854,negative,1-Hexadecanol_[M-H]-
Cytidine,[M-H]-,242.0782454,negative,Cytidine_[M-H]-
L-Fucose-1-phosphate,[M-H]-,243.0275354,negative,L-Fucose-1-phosphate_[M-H]-
Pseudouridine,[M-H]-,243.0622654,negative,Pseudouridine_[M-H]-
Uridine,[M-H]-,243.0622654,negative,Uridine_[M-H]-
D-Biotin,[M-H]-,243.0808954,negative,D-Biotin_[M-H]-
Dimethylallyl pyrophosphate,[M-H]-,244.9985554,negative,Dimethylallyl pyrophosphate_[M-H]-
Isopentenyl pyrophosphate,[M-H]-,244.9985554,negative,Isopentenyl pyrophosphate_[M-H]-
gamma-L-Glutamyl-L-valine,[M-H]-,245.1142954,negative,gamma-L-Glutamyl-L-valine_[M-H]-
Pyridoxal 5'-phosphate,[M-H]-,246.0173054,negative,Pyridoxal 5'-phosphate_[M-H]-
Pyridoxamine 5'-phosphate,[M-H]-,247.0489354,negative,Pyridoxamine 5'-phosphate_[M-H]-
6-Hydroxymelatonin,[M-H]-,247.1088154,negative,6-Hydroxymelatonin_[M-H]-
Pyridoxine 5-phosphate,[M-H]-,248.0329554,negative,Pyridoxine 5-phosphate_[M-H]-
Gamma-Glutamylcysteine,[M-H]-,249.0550654,negative,Gamma-Glutamylcysteine_[M-H]-
Deoxyadenosine,[M-H]-,250.0945654,negative,Deoxyadenosine_[M-H]-
5'-Deoxyadenosine,[M-H]-,250.0945654,negative,5'-Deoxyadenosine_[M-H]-
Deoxyinosine,[M-H]-,251.0785854,negative,Deoxyinosine_[M-H]-
D-Neopterin,[M-H]-,252.0738354,negative,D-Neopterin_[M-H]-
cis-9-Palmitoleic acid,[M-H]-,253.2173054,negative,cis-9-Palmitoleic acid_[M-H]-
"7,8-Dihydroneopterin",[M-H]-,254.0894854,negative,"7,8-Dihydroneopterin_[M-H]-"
5'-O-methylthymidine,[M-H]-,255.0986454,negative,5'-O-methylthymidine_[M-H]-
Palmitic acid,[M-H]-,255.2329554,negative,Palmitic acid_[M-H]-
2'-O-methylcytidine,[M-H]-,256.0938954,negative,2'-O-methylcytidine_[M-H]-
3-methylcytidine,[M-H]-,256.0938954,negative,3-methylcytidine_[M-H]-
3'-O-methylcytidine,[M-H]-,256.0938954,negative,3'-O-methylcytidine_[M-H]-
5-Methylcytidine,[M-H]-,256.0938954,negative,5-Methylcytidine_[M-H]-
2'-O-Methyluridine,[M-H]-,257.0779154,negative,2'-O-Methyluridine_[M-H]-
3'-O-methyluridine,[M-H]-,257.0779154,negative,3'-O-methyluridine_[M-H]-
3-Methyluridine,[M-H]-,257.0779154,negative,3-Methyluridine_[M-H]-
1-Methylpseudouridine,[M-H]-,257.0779154,negative,1-Methylpseudouridine_[M-H]-
Ribothymidine,[M-H]-,257.0779154,negative,Ribothymidine_[M-H]-
Acetomenaphthone,[M-H]-,257.0819354,negative,Acetomenaphthone_[M-H]-
Acadesine (Drug),[M-H]-,257.0891454,negative,Acadesine (Drug)_[M-H]-
Glycerophosphocholine,[M-H]-,257.1033754,negative,Glycerophosphocholine_[M-H]-
3-Deoxy-2-keto-6-phosphogluconic acid,[M-H]-,257.1126254,negative,3-Deoxy-2-keto-6-phosphogluconic acid_[M-H]-
D-glucosamine 6-phosphate,[M-H]-,258.0384354,negative,D-glucosamine 6-phosphate_[M-H]-
D-Glucosamine 1-phosphate (Glucosamine-1P),[M-H]-,258.0384354,negative,D-Glucosamine 1-phosphate (Glucosamine-1P)_[M-H]-
2-Thiocytidine,[M-H]-,258.0554054,negative,2-Thiocytidine_[M-H]-
D-Glucose 6-phosphate,[M-H]-,259.0224454,negative,D-Glucose 6-phosphate_[M-H]-
Beta-D-Fructose 6-phosphate,[M-H]-,259.0224454,negative,Beta-D-Fructose 6-phosphate_[M-H]-
alpha-D-Glucose 1-phosphate,[M-H]-,259.0224454,negative,alpha-D-Glucose 1-phosphate_[M-H]-
Fructose 1-phosphate,[M-H]-,259.0224454,negative,Fructose 1-phosphate_[M-H]-
D-Fructose-6-phosphate,[M-H]-,259.0224454,negative,D-Fructose-6-phosphate_[M-H]-
alpha-D-Galactose 1-phosphate,[M-H]-,259.0224454,negative,alpha-D-Galactose 1-phosphate_[M-H]-
D-Mannose-6-phosphate,[M-H]-,259.0224454,negative,D-Mannose-6-phosphate_[M-H]-
D-Mannose 1-phosphate,[M-H]-,259.0224454,negative,D-Mannose 1-phosphate_[M-H]-
Beta-D-Fructose 2-phosphate,[M-H]-,259.0224454,negative,Beta-D-Fructose 2-phosphate_[M-H]-
4-thiouridine,[M-H]-,259.0394154,negative,4-thiouridine_[M-H]-
2-thiouridine,[M-H]-,259.0394154,negative,2-thiouridine_[M-H]-
O-Phosphotyrosine,[M-H]-,260.0329554,negative,O-Phosphotyrosine_[M-H]-
 D-Sorbitol 6-phosphate,[M-H]-,261.1444254,negative, D-Sorbitol 6-phosphate_[M-H]-
D-Mannitol 1-phosphate,[M-H]-,261.1444254,negative,D-Mannitol 1-phosphate_[M-H]-
3-Methoxy-4-Hydroxyphenylglycol Sulfate,[M-H]-,263.0231054,negative,3-Methoxy-4-Hydroxyphenylglycol Sulfate_[M-H]-
Alpha-N-Phenylacetyl-L-glutamine,[M-H]-,263.1037354,negative,Alpha-N-Phenylacetyl-L-glutamine_[M-H]-
Thiamine,[M-H]-,264.1050354,negative,Thiamine_[M-H]-
"2,3-Diphospho-D-glyceric acid",[M-H]-,264.9520054,negative,"2,3-Diphospho-D-glyceric acid_[M-H]-"
Adenosine,[M-H]-,266.0894754,negative,Adenosine_[M-H]-
Deoxyguanosine,[M-H]-,266.0894754,negative,Deoxyguanosine_[M-H]-
DL-Homocystine,[M-H]-,267.0478754,negative,DL-Homocystine_[M-H]-
Inosine,[M-H]-,267.0734954,negative,Inosine_[M-H]-
Estrone,[M-H]-,269.1547054,negative,Estrone_[M-H]-
Heptadecanoic acid,[M-H]-,269.2486054,negative,Heptadecanoic acid_[M-H]-
1-Octadecanol (Drug),[M-H]-,269.2849854,negative,1-Octadecanol (Drug)_[M-H]-
"5,2'-O-dimethylcytidine",[M-H]-,270.1095454,negative,"5,2'-O-dimethylcytidine_[M-H]-"
Arbutin,[M-H]-,271.0823354,negative,Arbutin_[M-H]-
"5,2'-O-dimethyluridine",[M-H]-,271.0935654,negative,"5,2'-O-dimethyluridine_[M-H]-"
beta-Estradiol,[M-H]-,271.1703554,negative,beta-Estradiol_[M-H]-
16-Hydroxypalmitic acid,[M-H]-,271.2278654,negative,16-Hydroxypalmitic acid_[M-H]-
5-Hydroxymethylcytidine,[M-H]-,272.0888154,negative,5-Hydroxymethylcytidine_[M-H]-
5-Methyl-2-thiouridine,[M-H]-,273.0550654,negative,5-Methyl-2-thiouridine_[M-H]-
5-methoxyuridine,[M-H]-,273.0728254,negative,5-methoxyuridine_[M-H]-
6-Phospho-D-gluconate,[M-H]-,275.0173654,negative,6-Phospho-D-gluconate_[M-H]-
gamma-L-Glutamyl-L-glutamic acid,[M-H]-,275.0884754,negative,gamma-L-Glutamyl-L-glutamic acid_[M-H]-
L-Saccharopine,[M-H]-,275.1248654,negative,L-Saccharopine_[M-H]-
gamma-Glutamyl-L-methionine,[M-H]-,277.0863654,negative,gamma-Glutamyl-L-methionine_[M-H]-
Pantetheine,[M-H]-,277.1227554,negative,Pantetheine_[M-H]-
alpha-Linolenic acid,[M-H]-,277.2173054,negative,alpha-Linolenic acid_[M-H]-
"all cis-(6,9,12)-Linolenic acid",[M-H]-,277.2173054,negative,"all cis-(6,9,12)-Linolenic acid_[M-H]-"
L-Aspartyl-L-phenylalanine,[M-H]-,279.0986454,negative,L-Aspartyl-L-phenylalanine_[M-H]-
Linoleic acid,[M-H]-,279.2329554,negative,Linoleic acid_[M-H]-
N6-methyladenosine,[M-H]-,280.1051354,negative,N6-methyladenosine_[M-H]-
2'-O-methyladenosine,[M-H]-,280.1051354,negative,2'-O-methyladenosine_[M-H]-
1-Methyladenosine,[M-H]-,280.1051354,negative,1-Methyladenosine_[M-H]-
3'-O-methyladenosine,[M-H]-,280.1051354,negative,3'-O-methyladenosine_[M-H]-
3'-O-Methylinosine,[M-H]-,281.0891454,negative,3'-O-Methylinosine_[M-H]-
2'-O-methylinosine,[M-H]-,281.0891454,negative,2'-O-methylinosine_[M-H]-
Oleic acid,[M-H]-,281.2486054,negative,Oleic acid_[M-H]-
trans-Vaccenic acid,[M-H]-,281.2486054,negative,trans-Vaccenic acid_[M-H]-
Guanosine,[M-H]-,282.0843954,negative,Guanosine_[M-H]-
Stearamide,[M-H]-,282.2802354,negative,Stearamide_[M-H]-
Xanthosine,[M-H]-,283.0684154,negative,Xanthosine_[M-H]-
9-cis-Retinal,[M-H]-,283.2067454,negative,9-cis-Retinal_[M-H]-
Retinene,[M-H]-,283.2067454,negative,Retinene_[M-H]-
Stearic acid,[M-H]-,283.2642554,negative,Stearic acid_[M-H]-
N4-Acetylcytidine,[M-H]-,284.0888154,negative,N4-Acetylcytidine_[M-H]-
Kaempferol,[M-H]-,285.0404654,negative,Kaempferol_[M-H]-
Androstendione,[M-H]-,285.1860054,negative,Androstendione_[M-H]-
Retinol (Vitamin A),[M-H]-,285.2223954,negative,Retinol (Vitamin A)_[M-H]-
11-cis-Retinol,[M-H]-,285.4443254,negative,11-cis-Retinol_[M-H]-
9-cis-Retinol,[M-H]-,285.4443254,negative,9-cis-Retinol_[M-H]-
Testosterone,[M-H]-,287.2016554,negative,Testosterone_[M-H]-
trans-Dehydroandrosterone,[M-H]-,287.2016554,negative,trans-Dehydroandrosterone_[M-H]-
Androstanedione,[M-H]-,287.2016554,negative,Androstanedione_[M-H]-
Argininosuccinic acid,[M-H]-,289.1153654,negative,Argininosuccinic acid_[M-H]-
3alpha-Hydroxy-5alpha-androstan-17-one (Androsterone),[M-H]-,289.2173054,negative,3alpha-Hydroxy-5alpha-androstan-17-one (Androsterone)_[M-H]-
EDTA,[M-H]-,291.0833954,negative,EDTA_[M-H]-
beta-Octylglucoside,[M-H]-,291.1813154,negative,beta-Octylglucoside_[M-H]-
Aspartame,[M-H]-,293.1142954,negative,Aspartame_[M-H]-
gamma-L-Glutamyl-L-phenylalanine,[M-H]-,293.1142954,negative,gamma-L-Glutamyl-L-phenylalanine_[M-H]-
Prunasin,[M-H]-,294.0983154,negative,Prunasin_[M-H]-
S-Methyl-5'-thioadenosine,[M-H]-,296.0822854,negative,S-Methyl-5'-thioadenosine_[M-H]-
3'-O-methylguanosine,[M-H]-,296.1000454,negative,3'-O-methylguanosine_[M-H]-
2'-O-methylguanosine,[M-H]-,296.1000454,negative,2'-O-methylguanosine_[M-H]-
1-methylguanosine,[M-H]-,296.1000454,negative,1-methylguanosine_[M-H]-
2-Methylguanosine,[M-H]-,296.1000454,negative,2-Methylguanosine_[M-H]-
Pristanic acid,[M-H]-,297.2799054,negative,Pristanic acid_[M-H]-
N4-acetyl-2'-O-methylcytidine,[M-H]-,298.1044654,negative,N4-acetyl-2'-O-methylcytidine_[M-H]-
Sphingosine,[M-H]-,298.2751554,negative,Sphingosine_[M-H]-
Cinnavalininate,[M-H]-,299.0309654,negative,Cinnavalininate_[M-H]-
All-trans-retinoic acid (Vitamin A acid),[M-H]-,299.2016554,negative,All-trans-retinoic acid (Vitamin A acid)_[M-H]-
4-Oxoretinol,[M-H]-,299.2016554,negative,4-Oxoretinol_[M-H]-
9-cis-Retinoic acid,[M-H]-,299.2016554,negative,9-cis-Retinoic acid_[M-H]-
N-Acetylglucosamine 1-phosphate,[M-H]-,300.0489954,negative,N-Acetylglucosamine 1-phosphate_[M-H]-
N-Acetyl-D-Glucosamine 6-Phosphate,[M-H]-,300.0489954,negative,N-Acetyl-D-Glucosamine 6-Phosphate_[M-H]-
Sphinganine,[M-H]-,300.2908054,negative,Sphinganine_[M-H]-
Quercetin,[M-H]-,301.0353854,negative,Quercetin_[M-H]-
Eicosapentaenoic acid,[M-H]-,301.2173054,negative,Eicosapentaenoic acid_[M-H]-
N-Acetylaspartylglutamate (NAAG),[M-H]-,303.0833954,negative,N-Acetylaspartylglutamate (NAAG)_[M-H]-
Arachidonic Acid (peroxide free),[M-H]-,303.2329554,negative,Arachidonic Acid (peroxide free)_[M-H]-
"Cytidine 2',3'-cyclic phosphate",[M-H]-,304.0340154,negative,"Cytidine 2',3'-cyclic phosphate_[M-H]-"
3-Iodo-L-tyrosine (MIT),[M-H]-,305.9632754,negative,3-Iodo-L-tyrosine (MIT)_[M-H]-
2'-Deoxycytidine 5'-monophosphate (dCMP),[M-H]-,306.0496654,negative,2'-Deoxycytidine 5'-monophosphate (dCMP)_[M-H]-
Glutathione,[M-H]-,306.0765354,negative,Glutathione_[M-H]-
Deoxyuridine monophosphate (dUMP),[M-H]-,307.0336854,negative,Deoxyuridine monophosphate (dUMP)_[M-H]-
N-Acetylneuraminic acid,[M-H]-,308.0987054,negative,N-Acetylneuraminic acid_[M-H]-
"D-Ribulose 1,5-bisphosphate",[M-H]-,308.9782154,negative,"D-Ribulose 1,5-bisphosphate_[M-H]-"
"D-Ribose 1,5-bisphosphate",[M-H]-,309.0824254,negative,"D-Ribose 1,5-bisphosphate_[M-H]-"
"N2,N2-Dimethylguanosine",[M-H]-,310.1156954,negative,"N2,N2-Dimethylguanosine_[M-H]-"
Phytanic acid,[M-H]-,311.2955554,negative,Phytanic acid_[M-H]-
Arachidic acid,[M-H]-,311.2955554,negative,Arachidic acid_[M-H]-
1-Salicylate glucuronide,[M-H]-,313.0565054,negative,1-Salicylate glucuronide_[M-H]-
Geranyl diphosphate,[M-H]-,313.0611554,negative,Geranyl diphosphate_[M-H]-
Progesterone,[M-H]-,313.2173054,negative,Progesterone_[M-H]-
"15-Deoxy-delta-12,14-PGJ2",[M-H]-,315.1965754,negative,"15-Deoxy-delta-12,14-PGJ2_[M-H]-"
Pregnenolone,[M-H]-,315.2329554,negative,Pregnenolone_[M-H]-
Phytosphingosine,[M-H]-,316.2857154,negative,Phytosphingosine_[M-H]-
Ubiquinone (Q2),[M-H]-,317.1758354,negative,Ubiquinone (Q2)_[M-H]-
Deoxythymidine 5'-phosphate (dTMP),[M-H]-,321.0493354,negative,Deoxythymidine 5'-phosphate (dTMP)_[M-H]-
Cytidine 5'-monophosphate (CMP),[M-H]-,322.0445754,negative,Cytidine 5'-monophosphate (CMP)_[M-H]-
Uridine 5'-monophosphate (UMP),[M-H]-,323.0285954,negative,Uridine 5'-monophosphate (UMP)_[M-H]-
"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,1 6,19-Docosahexaenoic acid",[M-H]-,327.2329554,negative,"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,1 6,19-Docosahexaenoic acid_[M-H]-"
"Adenosine 3',5'-cyclic phosphate (cAMP)",[M-H]-,328.0452454,negative,"Adenosine 3',5'-cyclic phosphate (cAMP)_[M-H]-"
17alpha-Hydroxyprogesterone,[M-H]-,329.2122154,negative,17alpha-Hydroxyprogesterone_[M-H]-
11beta-Hydroxyprogesterone,[M-H]-,329.2122154,negative,11beta-Hydroxyprogesterone_[M-H]-
11-Deoxycorticosterone,[M-H]-,329.2122154,negative,11-Deoxycorticosterone_[M-H]-
2'-Deoxyadenosine 5'-monophosphate (dAMP),[M-H]-,330.0608954,negative,2'-Deoxyadenosine 5'-monophosphate (dAMP)_[M-H]-
2'-Deoxyinosine 5'-monophosphate,[M-H]-,331.0449154,negative,2'-Deoxyinosine 5'-monophosphate_[M-H]-
21-Hydroxypregnenolone,[M-H]-,331.2278654,negative,21-Hydroxypregnenolone_[M-H]-
Nicotinamide ribotide,[M-H]-,333.0493354,negative,Nicotinamide ribotide_[M-H]-
Nicotinate D-ribonucleotide,[M-H]-,334.0333454,negative,Nicotinate D-ribonucleotide_[M-H]-
beta-Nicotinamide D-ribonucleotide,[M-H]-,334.0571554,negative,beta-Nicotinamide D-ribonucleotide_[M-H]-
Isopentenyladenosine,[M-H]-,334.1520854,negative,Isopentenyladenosine_[M-H]-
S-Nitroso-L-glutathione,[M-H]-,335.0666954,negative,S-Nitroso-L-glutathione_[M-H]-
Berberine,[M-H]-,335.1163054,negative,Berberine_[M-H]-
"3,5-Dibromo-L-tyrosine",[M-H]-,335.8876454,negative,"3,5-Dibromo-L-tyrosine_[M-H]-"
Erucamide,[M-H]-,336.3271854,negative,Erucamide_[M-H]-
5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide (AICAR),[M-H]-,337.0554754,negative,5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide (AICAR)_[M-H]-
Erucic acid,[M-H]-,337.3112054,negative,Erucic acid_[M-H]-
"D-Fructose 1,6-bisphosphate",[M-H]-,338.9887854,negative,"D-Fructose 1,6-bisphosphate_[M-H]-"
"Alpha-D-Glucose 1,6-bisphosphate",[M-H]-,338.9887854,negative,"Alpha-D-Glucose 1,6-bisphosphate_[M-H]-"
Behenic acid,[M-H]-,339.3268554,negative,Behenic acid_[M-H]-
Galactinol,[M-H]-,341.1089454,negative,Galactinol_[M-H]-
Sucrose,[M-H]-,341.1089454,negative,Sucrose_[M-H]-
D-Maltose,[M-H]-,341.1089454,negative,D-Maltose_[M-H]-
D-Lactose,[M-H]-,341.1089454,negative,D-Lactose_[M-H]-
D-(+)-Melibiose,[M-H]-,341.1089454,negative,D-(+)-Melibiose_[M-H]-
Trehalose,[M-H]-,341.1089454,negative,Trehalose_[M-H]-
Cellobiose,[M-H]-,341.1089454,negative,Cellobiose_[M-H]-
Isomaltose,[M-H]-,341.1089454,negative,Isomaltose_[M-H]-
Thiamine monophosphate,[M-H]-,343.0635454,negative,Thiamine monophosphate_[M-H]-
"3',5'-Cyclic guanosine monophosphate",[M-H]-,344.0401654,negative,"3',5'-Cyclic guanosine monophosphate_[M-H]-"
Cortexolone,[M-H]-,345.2071354,negative,Cortexolone_[M-H]-
